address_or_intersection,asset_name,asset_status,asset_type,availability_confidence,availability_status,caveat,confidence_level,exact_impressions_confirmed,exact_price_confirmed,family_anchor_proximity,hgl_relevance_score,impressions_status,last_observed_date,media_format,ooh_asset_id,operator_if_known,preschool_school_proximity,pricing_status,recommended_use,retrieval_date,source_name,source_url,static_or_digital,transit_proximity,vendor_owner,verification_needed,zipcode,longitude,latitude
539 2 AVENUE,mn-06-121442,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0567,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.977895,40.742234
133 EAST 40 STREET,mn-06-121377,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0568,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.976794,40.750133
15 EAST 29 STREET,mn-05-121634,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0569,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.985367,40.744742
685 2 AVENUE,mn-06-137452,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0570,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.97452,40.746868
36 RIVINGTON STREET,mn-03-158821,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0571,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.991366,40.72111
303 WEST 39 STREET,mn-04-136982,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0572,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.991425,40.7555
435 PARK AVENUE SOUTH,mn-05-136186,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0573,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.983248,40.744259
976 1 AVENUE,mn-06-121684,Network bookable,LinkNYC,High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,Public location only; availability/pricing/impressions require vendor confirmation.,High,False,False,,7.8,Vendor confirmation required,,LinkNYC digital kiosk / network street furniture,OOH-V4-0574,LinkNYC / Intersection,,Quote/vendor confirmation required,Network awareness near family/transit corridors,2026-06-11,NYC Open Data LinkNYC Kiosk Locations s4kf-3yrf,https://data.cityofnewyork.us/Social-Services/LinkNYC-Kiosk-Locations/s4kf-3yrf,Digital network; exact unit/date requires vendor confirmation,,LinkNYC / Intersection,"Confirm availability, creative specs, dayparting, price, and exact unit booking with vendor.",buffer/unknown,-73.964182,40.756264
LEE AV,BR03018,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0575,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.96097,40.706584
LEE AV,BR03019,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0576,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.961014,40.706632
E 14 ST,MN01027,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0577,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.9875,40.733521
AV A,MN01029,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0578,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.9815,40.72867
MADISON AV,MN01230,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0579,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.98457,40.7454
MADISON AV,MN01231,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0580,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.983661,40.746649
PEARL ST,MN0007,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0581,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-74.002906,40.708661
PEARL ST,MN0008,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0582,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-74.002084,40.709025
PEARL ST,MN0009,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0583,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-74.002178,40.709229
