bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1007220012,1012791,447 WEST 24 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220011,1012790,449 WEST 24 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200027,1012682,441 WEST 22 STREET,10011,Residential,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200067,1012706,440 WEST 23 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200065,1012704,436 WEST 23 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220015,1012792,441 WEST 24 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220016,1012793,439 WEST 24 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200029,1012684,437 WEST 22 STREET,10011,Residential,9,9,9,0.304,0.0338,0.304,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190057,1078452,414 WEST 22 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190037,1012637,403 WEST 21 STREET,10011,Residential,10,10,10,0.338,0.0338,0.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200030,1012685,435 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007190035,1012635,407 WEST 21 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007210007,1082716,415 WEST 23 STREET,10011,Mixed-use,901,901,901,30.463,0.0338,30.463,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220022,1078466,425 WEST 24 STREET,10011,Residential,32,32,32,1.082,0.0338,1.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220017,1012794,437 WEST 24 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200025,1012681,443 WEST 22 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200031,1012686,433 WEST 22 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007200040,1012694,415 WEST 22ND STREET,10011,Residential,18,18,18,0.609,0.0338,0.609,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220020,1078460,429 WEST 24 STREET,10011,Residential,32,32,32,1.082,0.0338,1.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007220007,1012786,457 WEST 24 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710051,1014080,222 WEST 22 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710060,1014088,240 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730064,1014161,230 WEST 24 STREET,10011,Residential,17,17,17,0.575,0.0338,0.575,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710038,1014075,188 7 AVENUE,10011,Mixed-use,130,130,130,4.395,0.0338,4.395,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007990021,1014949,137 WEST 23 STREET,10011,Mixed-use,210,210,210,7.1,0.0338,7.1,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720043,1014125,203 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710046,1014076,196 7 AVENUE,10011,Mixed-use,77,77,77,2.603,0.0338,2.603,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720032,1014115,225 WEST 22 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008000015,1014975,145 WEST 24 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720037,1014119,215 WEST 22 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710028,1014069,221 WEST 21 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007990024,1014951,131 WEST 23 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730038,1014150,209 WEST 23 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710062,1014090,244 WEST 22 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730056,1014159,220 WEST 24 STREET,10011,Residential,118,118,118,3.99,0.0338,3.99,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1008000009,1014972,157 WEST 24 STREET,10011,Vacant land,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007740024,1084995,219 WEST 24 STREET,10011,Residential,48,48,48,1.623,0.0338,1.623,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720018,1014111,235 WEST 22 STREET,10011,Mixed-use,150,150,150,5.072,0.0338,5.072,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007980014,1084999,151 WEST 22 STREET,10011,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007990024,1014960,131 WEST 23 STREET,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007730022,1014146,241 WEST 23 STREET,10011,Mixed-use,11,11,11,0.372,0.0338,0.372,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720015,1014109,259 WEST 22 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710061,1014089,242 WEST 22 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720033,1014116,221 WEST 22 STREET,10011,Residential,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
