ooh_asset_id,asset_name,asset_type,vendor_owner,operator_if_known,address_or_intersection,latitude,longitude,zipcode,media_format,static_or_digital,asset_status,availability_status,availability_confidence,source_name,source_url,retrieval_date,last_observed_date,pricing_status,exact_price_confirmed,impressions_status,exact_impressions_confirmed,family_anchor_proximity,preschool_school_proximity,transit_proximity,hgl_relevance_score,recommended_use,verification_needed,confidence_level,caveat
LINKNYC_0158,1st Ave & E 9th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,1st Ave & E 9th St,40.728126,-73.985083,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0159,Union Square E & E 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Union Square E & E 16th St,40.736141,-73.989183,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0160,6th Ave & W 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 16th St,40.73863995,-73.99605667,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0161,2nd Ave & E 4th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 4th St,40.726263,-73.989248,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0162,8th Ave & W 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 14th St,40.73967748,-74.00273531,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0163,8th Ave & W 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 14th St,40.739846,-74.002305,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0164,W 14th St & 8th Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,W 14th St & 8th Ave,40.73971856,-74.00221656,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0165,7th Ave & W 21st St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,7th Ave & W 21st St,40.74269967,-73.99679984,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0166,2nd Ave & E 26th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 26th St,40.73976238,-73.979693,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0167,Broadway & E 13th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Broadway & E 13th St,40.73389175,-73.99105603,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0168,Canal St & Baxter St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Canal St & Baxter St,40.71716821,-73.99907941,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0169,2nd Ave & E 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 22nd St,40.737627,-73.980968,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0170,7th Ave & W 20th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,7th Ave & W 20th St,40.74230081,-73.99683036,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0171,Canal St & Centre St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Canal St & Centre St,40.71819776,-74.000048,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
